title;category;published_date;author;article_url;image_url;content;source_page
Pemerintah Rilis 8+4+5 Program Insentif Stimulus Ekonomi 2025, Ini Daftarnya;;Senin, 15 Sep 2025 15:05 WIB;Eva Safitri - detikNews;https://news.detik.com/berita/d-8112995/pemerintah-rilis-8-4-5-program-insentif-stimulus-ekonomi-2025-ini-daftarnya;https://akcdn.detik.net.id/community/media/visual/2025/09/15/airlangga-hartarto-evadetikcom-1757923284015_43.jpeg?w=210&q=90;"Pemerintah merilis paket stimulus ekonomi 2025 yang terdiri dari 8+4+5 program. Paket ekonomi itu terdiri dari 8 program akselerasi pada 2025, 4 program dilanjutkan di program 2026, dan 5 program penyerapan tenaga kerja. Program itu dirilis Menko Perekonomian Airlangga Hartarto didampingi Menteri Keuangan Purbaya Yudhi Sadewa di kantor Presiden, kompleks Istana Kepresidenan, Jakarta, Senin (15/9/2025). Program dirilis seusai rapat terbatas yang dipimpin Presiden Prabowo Subianto di Istana. ""Rapat dengan Pak Presiden tadi membahas terkait dengan kebijakan yang akan diambil yang kita beri nama program Paket Ekonomi di tahun 2025 ini, yang terdiri dari 8 program akselerasi di 2025, 4 program yang dilanjutkan di 2026, dan 5 program yang terkait dengan andalan pemerintah terkait penyerapan tenaga kerja,"" ujar Airlangga. SCROLL TO CONTINUE WITH CONTENT  Adapun paket ekonomi 2025 itu terdiri dari program magang lulusan perguruan tinggi, ada juga program sektor padat karya yang dilanjutkan ke sektor pariwisata, hotel, restoran dan kafe. Berikut lengkap Paket Ekonomi 2025 tersebut: 8 Program Akselerasi Program 2025 Program magang lulusan perguruan tinggi (maksimal fresh graduated 1 tahun).Perluasan pph pasal 21 DTP untuk pekerja di sektor terkait pariwisata untuk 552 ribu pekerja. Bantuan pangan periode Oktober-November 2025.Diskon Iuran Jaminan Kecelakaan Kerja (JKK) dan Jaminan Kematian (JKM) bagi BPU transportasi online/ojol (termasuk ojek pangkalan, sopir, kurir, dan logistik) selama 6 tahun.Program Manfaat Layanan Tambahan (MLT) Perumahan BPJS Ketenagakerjaan Program Padat Karya Tunai (cash for work) Kemenhub dan KemenPuProgram Deregulasi Implementasi PP28/2025Program Perkotaan (Pilot Project DKI Jakarta) perbaikan kualitas pemukiman dan penyediaan platform pemasaran dan Gigs UMKM  4 Program Dilanjutkan di Program 2026 Perpanjangan jangka waktu pemanfaatan PPh Final 0,5% bagi Wajib Pajak UMKM Tahun 2026 serta Penyesuaian Penerima PPh Final 0,5% bagi Wajib Pajak UM KMPerpanjangan PPh 21 DTP --> untuk Pekerja di Sektor terkait Pariwisata (APBN 2026)PPh Pasal 21 DTP - untuk Pekerja di Industri Padat Karya(APBN 2026)Program Diskon luran JKK dan JKM untuk semua penerimaBukan Penerima Upah (BPU)  5 Program Penyerapan Tenaga Kerja Operasional KDKMP (Koperasi Desa/ Kelurahan Merah Putih)Replanting di Perkebunan RakyatKampung Nelayan Merah PutihRevitalisasi Tambak PanturaModernisasi Kapal Nelayan  Saksikan Live DetikSore :";2
Bareskrim Akan Undang RK-Lisa Mariana untuk Mediasi soal Pencemaran Nama Baik;;Senin, 15 Sep 2025 14:57 WIB;Rumondang Naibaho - detikNews;https://news.detik.com/berita/d-8112978/bareskrim-akan-undang-rk-lisa-mariana-untuk-mediasi-soal-pencemaran-nama-baik;https://akcdn.detik.net.id/community/media/visual/2025/08/19/ridwan-kamil-dan-lisa-mariana-1755571644875_43.jpeg?w=210&q=90;"Direktorat Tindak Pidana Siber (Dittipidsiber) Bareskrim Polri segera melakukan gelar perkara kasus dugaan pencemaran nama baik mantan Gubernur Jawa Barat Ridwan Kamil (RK). Gelar perkara diagendakan pekan ini. ""Segera kita gelar minggu ini ya,"" kata Kasubdit I Dittipidsiber Bareskrim Polri Kombes Rizki Agung Prakoso kepada wartawan, Senin (15/9/2025). Untuk informasi, terlapor dalam kasus ini adalah Lisa Mariana. Rizki menyebut, sebelum gelar perkara, pihaknya bakal memanggil kedua pihak untuk mediasi. SCROLL TO CONTINUE WITH CONTENT ""Untuk rencana kami akan undang kedua belah pihak untuk mediasi dulu, setelah itu baru kita lakukan gelar perkara dalam minggu ini,"" terangnya.  Ditanya kapan pihak RK dan Lisa akan dipanggil lagi untuk mediasi, Rizki enggan memberi informasi. Dia hanya menyebut pertemuan dijadwalkan pekan ini juga. ""Minggu ini ya, nanti kami update,"" pungkas Rizki. Sebagai informasi, RK diketahui telah melaporkan Lisa Mariana ke Bareskrim Polri. Lisa dianggap telah merugikan nama baik RK dan keluarga. Laporan itu teregister dengan nomor LP/B/174/IV/2025/SPKT/BARESKRIM POLRI tertanggal 11 April 2025. RK juga sempat buka suara soal isu perselingkuhan hingga memiliki anak di luar pernikahan. Pria yang akrab disapa Kang Emil itu menepis isu tersebut. Dalam penanganan laporan, penyidik telah melakukan tes genetik atau DNA terhadap RK, Lisa, dan anaknya berinisial CA. Hasil tes menunjukkan tidak ada kecocokan DNA RK dengan CA. Namun Lisa mengklaim hasil tes DNA dirinya, anaknya berinisial CA, dengan RK ada kemiripan. Karena itu, pihaknya mengajukan tes DNA pembanding yang akan dilakukan di Singapura.  Saksikan Live DetikSore :  [Gambas:Video 20detik]  ";2
Wamensesneg Nyatakan Tim Reformasi Kepolisian Bukan untuk Ganti Kapolri;;Senin, 15 Sep 2025 14:57 WIB;Dwi Rahmawati - detikNews;https://news.detik.com/berita/d-8112976/wamensesneg-nyatakan-tim-reformasi-kepolisian-bukan-untuk-ganti-kapolri;https://akcdn.detik.net.id/community/media/visual/2025/04/27/wakil-menteri-sekretaris-negara-juri-ardiantoro-dwidetikcom-1745740776537_43.jpeg?w=210&q=90;"Wakil Menteri Sekretaris Negara (Wamensesneg), Juri Ardiantoro, menegaskan tim evaluasi dan reformasi Polri bukan untuk mengganti Kapolri Jenderal Listyo Sigit Prabowo. Juri Ardiantoro meminta publik menunggu kejelasan mengenai tim reformasi Polri. ""Nggak dong, nggak ada (pergantian Kapolri),"" kata Juri Ardiantoro usai Rapat Kerja dengan Komisi XIII DPR di kompleks parlemen, Senayan, Jakarta Pusat, Senin (15/9/2025). Juri menjawab pertanyaan wartawan apakah hasil konkret dari tim reformasi Polri untuk mengganti Kapolri.  SCROLL TO CONTINUE WITH CONTENT Juri mengatakan pihaknya menunggu pembicaraan Presiden Prabowo Subianto terkait tim reformasi Polri. Ia menyebut jika Presiden yang mengumumkan tim reformasi Polri, maka hal itu sudah bukan sebuah usulan lagi. ""Kalau usulan, kalau Pak Presiden bilang, bukan usulan. Presiden itu kan membuat kebijakan. Kalau presiden sudah menyampaikan kebijakan, nanti secara teknis seperti apa ya kita tinggal tunggu,"" ungkapnya. Sebelumnya diberitakan, Gerakan Nurani Bangsa (GNB) bertemu dengan Presiden Prabowo Subianto. Usai pertemuan itu, GNB menyebut Prabowo sepakat membentuk dua tim terkait tuntutan 17+8.  GNB menyebut Prabowo menyetujui usulan pembentukan tim investigasi independen terkait kericuhan hingga menyebabkan korban jiwa pada akhir Agustus lalu.Ketua Majelis Pertimbangan Persekutuan Gereja-gereja (PGI), Gomar Gultom, mengatakan GNB juga mengusulkan evaluasi kepolisian terkait kericuhan tersebut. ""Tadi juga disampaikan oleh Gerakan Nurani Bangsa perlunya evaluasi dan reformasi kepolisian yang disambut juga oleh Pak Presiden akan segera membentuk tim atau komisi reformasi kepolisian. Saya kira ini juga atas tuntutan dari masyarakat yang cukup banyak,"" ujarnya.";2
Kejagung Ajukan Red Notice Buron Kasus Korupsi Cheryl Darmadi;;Senin, 15 Sep 2025 14:56 WIB;Rumondang Naibaho - detikNews;https://news.detik.com/berita/d-8112974/kejagung-ajukan-red-notice-buron-kasus-korupsi-cheryl-darmadi;https://akcdn.detik.net.id/community/media/visual/2025/08/09/cheryl-darmadi-1754720691638_43.webp?w=210&q=90;"Kejaksaan Agung (Kejagung) telah mengajukan permohonan penerbitan red notice terhadap buron bernama Cheryl Darmadi. Permohonan itu sudah dikirimkan kepada Divisi Hubungan Internasional (Divhubinter) Polri. ""Kita sudah mengajukan red notice terhadap yang bersangkutan,"" kata Kapuspenkum Kejagung, Anang Supriatna, kepada wartawan, Senin (15/9/2025).  SCROLL TO CONTINUE WITH CONTENT Ses NCB Interpol Indonesia Divhubinter Polri, Brigjen Untung Widyatmoko, menyebut permohonan red notice itu telah diteruskan Polri ke kantor pusat Interpol di Lyon, Prancis. Kini, Indonesia menunggu proses di Interpol. ""Untuk IRN (Interpol Red Notice) Cheryl Darmadi sudah kami ajukan ke Lyon, Markas Besar Interpol. Nanti yang menerbitkan red notice pihak Markas Besar Interpol untuk diketahui oleh seluruh Interpol Member Country,"" jelasnya. Sebagai informasi, Cheryl telah ditetapkan sebagai buron dalam perkara dugaan tindak pidana pencucian uang (TPPU) dari tindak pidana korupsi usaha perkebunan kelapa sawit oleh PT Duta Palma Group. ""Terkait dengan DPO tersangka atas nama Cheryl Darmadi, Kejaksaan Agung sudah menetapkan sebagai DPO dan saat ini kami juga sedang berproses untuk permohonan red notice-nya,"" kata Anang kepada wartawan di Kejagung, Jakarta Selatan, Senin (11/8).  ""Dia terkait dengan kasus TPPU dalam perkara tidak pidana korupsi Duta Palma,"" lanjutnya. Anang mengaku pihaknya telah mencari tahu lokasi Cheryl. Dia menyebut Cheryl diduga berada di luar negeri. ""Ada informasi juga di salah satu negara tetangga kita, tapi kita belum tahu pastinya nanti kita berkoordinasi. Yang jelas kita berkoordinasi dengan bidang-bidang terkait, baik dengan imigrasi maupun dengan Kemenlu,"" ujarnya.  Cheryl diketahui merupakan anak dari terpidana Surya Darmadi, pengusaha yang dalam kasus korupsi PT Duta Palma, telah dijatuhi vonis 16 tahun bui dan denda Rp 1 miliar. Cheryl disebut sebagai Direktur Utama Pt Asset Pacific dan ketua Yayasan Darmex. Selain Cheryl, Kejagung menetapkan dua korporasi sebagai tersangka, yakni PT Alfa Ledo dan korporasi PT Monterado Mas. Kejagung telah menetapkan Cheryl Darmadi sebagai tersangka TPPU dalam kasus korupsi PT Duta Palma Group sejak 31 Desember 2024. Cheryl telah tiga kali dipanggil untuk dimintai keterangan sebagai tersangka. Namun, Cheryl selalu mangkir.  Saksikan Live DetikSore :  [Gambas:Video 20detik]  ";2
Korut Tegaskan Status Negara Nuklir 'Diabadikan Permanen', Artinya?;;Senin, 15 Sep 2025 14:56 WIB;Novi Christiastuti - detikNews;https://news.detik.com/internasional/d-8112973/korut-tegaskan-status-negara-nuklir-diabadikan-permanen-artinya;https://akcdn.detik.net.id/community/media/visual/2025/09/15/kim-jong-un-saat-mengujungi-pangkalan-produksi-bahan-nuklir-korut-1757922203018_43.jpeg?w=210&q=90;"Korea Utara (Korut) menyatakan statusnya sebagai negara bersenjata nuklir telah ""diabadikan secara permanen"" dalam hukum. Pyongyang juga menegaskan bahwa statusnya sebagai negara bersenjata nuklir ""tidak dapat diubah"". Korut juga mengecam Amerika Serikat (AS) yang menuntut denuklirisasi di Semenanjung Korea. ""Baru-baru ini, dalam pertemuan Dewan Gubernur Badan Tenaga Atom Internasional (IAEA), AS sekali lagi melakukan provokasi politik yang serius dengan melabeli kepemilikan senjata nuklir kami sebagai ilegal dan menyerukan denuklirisasi,"" kata misi permanen Korut untuk Perserikatan Bangsa-Bangsa (PBB) dalam pernyataannya, seperti dikutip Korean Central News Agency (KCNA) dan dilansir AFP, Senin (15/9/2025). SCROLL TO CONTINUE WITH CONTENT Misi permanen Korut untuk PBB, dalam pernyataannya, menegaskan bahwa status Korut sebagai ""negara bersenjata nuklir, yang diabadikan secara permanen dalam hukum tertinggi dan fundamental negara ini, telah menjadi tidak dapat diubah"".  Disebutkan juga bahwa Pyongyang tidak memiliki ""hubungan resmi"" dengan badan pengawas nuklir PBB selama lebih dari 30 tahun. ""IAEA tidak memiliki wewenang hukum maupun pembenaran moral untuk mencampuri urusan internal negara bersenjata nuklir yang berada di luar Perjanjian Non-Proliferasi Nuklir,"" tegas misi permanen Korut untuk PBB dalam pernyataannya. Korut menarik diri dari IAEA tahun 1994 silam setelah kebuntuan terkait inspeksi nuklir. Pyongyang menuduh IAEA telah digunakan oleh Washington untuk melanggar kedaulatan negaranya. ""(Korut) Akan dengan tegas menentang dan menolak segala upaya untuk mengubah status Republik Rakyat Demokratik Korea saat ini, dan, sebagai negara bersenjata nuklir yang bertanggung jawab,"" ujar misi permanen Korut untuk PBB, menggunakan nama resmi Korut.  Pernyataan tu disampaikan menyusul kunjungan pemimpin negara terisolasi tersebut, Kim Jong Un, ke fasilitas penelitian senjata pekan lalu, di mana dia mengatakan Pyongyang ""akan mengajukan kebijakan untuk mendorong pembangunan kekuatan nuklir dan angkatan bersenjata konvensional secara bersamaan"". Dia juga menekankan perlunya ""memodernisasi"" angkatan bersenjata konvensional negaranya. Sejak pertemuan puncak dengan AS yang gagal pada tahun 2019, Korut telah berulang kali menyatakan tidak akan pernah menyerahkan senjata nuklirnya dan mendeklarasikan diri sebagai negara nuklir yang ""tidak dapat diubah"".  Saksikan Live DetikSore :  [Gambas:Video 20detik]  ";2
Peran 2 Pelaku di Kasus Peredaran Dolar AS Palsu di Apartemen Kalibata;;Senin, 15 Sep 2025 14:53 WIB;Wildan Noviansah - detikNews;https://news.detik.com/berita/d-8112967/peran-2-pelaku-di-kasus-peredaran-dolar-as-palsu-di-apartemen-kalibata;https://akcdn.detik.net.id/community/media/visual/2025/09/15/polisi-menangkap-dua-pria-di-apartemen-di-kalibata-jaksel-keduanya-ditangkap-terkait-kasus-peredaran-uang-palsu-yang-disimpan--1757916857535_43.jpeg?w=210&q=90;"Polisi menangkap dua pria berinisial H (45) dan WG (45) atas kasus peredaran uang dolar Amerika hingga rupiah palsu yang disimpan di sebuah unit apartemen di Kalibata, Jakarta Selatan (Jaksel). Polisi mengungkap keduanya memiliki peran yang berbeda. ""WG berperan mencari atau menyediakan uang dolar, dan H bertugas untuk mengiming-imingi korban,"" kata Kapolres Metro Jakarta Selatan Kombes Nicolas Ary Lilipali, Senin (15/9/2025). Nicolas mengatakan total ada lima korban dalam kasus tersebut dengan total kerugian mencapai Rp 75 juta. SCROLL TO CONTINUE WITH CONTENT ""Modus pelaku dalam menjalankan aksinya dengan memberikan iming-iming mendapatkan uang,"" ujarnya.  Kedua pelaku ditangkap pada Rabu (10/9) malam. Polisi lalu menyisir di dalam unit pelaku dan menemukan ratusan lembar uang palsu dolar Amerika Serikat (AS) hingga rupiah yang disimpan dalam sebuah koper. ""Dari tempat kejadian, ditemukan barang bukti berupa uang yang diduga palsu sebanyak 88 lembar pecahan USD 100 sebanyak 32 lembar dan pecahan uang Rp 100 ribu yang juga diduga palsu,"" kata Nicolas.  Berdasarkan video yang diunggah Polres Metro Jakarta Selatan, Senin (15/9), terlihat ada koper berwarna silver dan merah muda yang ditutupi selimut. Polisi kemudian membuka koper itu dan menemukan duit palsu. Saat ini kedua pelaku dan barang bukti sudah diamankan di Mapolres Metro Jakarta Selatan. Pihak kepolisian masih mendalami kasus ini. ""Saat ini kedua tersangka sudah dibawa ke Polres Metro Jakarta Selatan untuk menjalani pemeriksaan lebih lanjut serta pengembangan guna mengungkap kemungkinan adanya tersangka lain,"" imbuhnya.  Simak juga Video 2 Wanita di Sulsel Diamankan Usai Top Up Pakai Uang Palsu  [Gambas:Video 20detik]  ";2
16 Vila di Badung Bali Kebanjiran, Turis Dievakuasi Pakai Ban;;Senin, 15 Sep 2025 14:51 WIB;Fabiola Dianira - detikNews;https://news.detik.com/berita/d-8112965/16-vila-di-badung-bali-kebanjiran-turis-dievakuasi-pakai-ban;https://akcdn.detik.net.id/community/media/visual/2025/09/15/salah-satu-villa-di-gang-sri-kahyangan-berawa-tibubeneng-terendam-banjir-senin-1592025-fabiola-dianira-1757920851191_43.jpeg?w=210&q=90;"Banjir kembali terjadi di Badung, Bali, hari ini. Sebanyak 16 vila di Gang Sri Kahyangan, Berawa, Tibubeneng, yang dikenal ramai wisatawan, terendam. ""Hari ini terparah sih dari sebelumnya. Soalnya ketinggian di dalam sampai 75 sentimeter, sekitar di bawah pinggang,"" ujar Manajer salah satu vila di Berawa, Yasa, saat ditemui di depan vila, dilansir detikBali, Senin (15/9/2025).  SCROLL TO CONTINUE WITH CONTENT Total ada 18 vila di Gang Sri Kahyangan, tapi hanya 2 vila yang aman dari banjir. Para tamu pun dievakuasi menggunakan peralatan seadanya. ""Tamu-tamu kami evakuasi langsung pakai floating seadanya aja, kayak ban. Dievakuasi ke vila kami yang lainnya, di Umalas dan di Canggu,"" jelasnya.  Selain itu, beberapa turis memilih pindah ke hotel sekitar yang lebih tinggi dan tidak terdampak banjir. Setidaknya tamu dari enam vila terpaksa keluar akibat genangan air. Banjir juga merendam fasilitas vila, termasuk pompa air, satu mobil, dan delapan motor di vila. Yasa menyebut banjir terjadi akibat meluapnya debit air sungai di belakang vila. Baca selengkapnya di sini  Saksikan Live DetikSore : Simak juga Video: Momen Tim SAR Sisir Korban Banjir Bali yang Masih Hilang  [Gambas:Video 20detik]  ";2
Praperadilan Lawan KPK, Rudy Tanoesoedibjo Minta Status Tersangka Dibatalkan;;Senin, 15 Sep 2025 14:49 WIB;Mulia Budi - detikNews;https://news.detik.com/berita/d-8112961/praperadilan-lawan-kpk-rudy-tanoesoedibjo-minta-status-tersangka-dibatalkan;https://akcdn.detik.net.id/community/media/visual/2025/09/15/sidang-gugatan-praperadilan-komisaris-utama-pt-dosni-roha-logistik-bambang-rudijanto-tanoesoedibjo-melawan-kpk-muliadetikcom-1757922550673_43.jpeg?w=210&q=90;"Komisaris Utama PT Dosni Roha Logistik, Bambang Rudijanto Tanoesoedibjo, mengajukan gugatan praperadilan melawan KPK. Rudy meminta agar status tersangkanya dalam kasus dugaan korupsi pengangkutan penyaluran bantuan sosial (Bansos) di Kementerian Sosial tahun 2020 dinyatakan tidak sah. Sidang lanjutan gugatan praperadilan Rudy Tanoesoedibjo melawan KPK yang teregister dengan nomor perkara 102/Pid.Pra/2025/PN JKT.SEL digelar di Pengadilan Negeri Jakarta Selatan, Senin (15/9/2025). Pengacara Rudy, Yosua Hasudungan Wilbur, menyebut penetapan tersangka Rudy dilakukan KPK secara sewenang-wenang. ""Karena tidak pernah dilakukan pemeriksaan dalam kapasitasnya sebagai calon tersangka,"" ujar pengacara Rudy, Yosua Hasudungan Wilbur. SCROLL TO CONTINUE WITH CONTENT Dia mengatakan penetapan tersangka Rudy dilakukan berbarengan dimulainya dengan tahap penyidikan perkara tersebut. Dia mengklaim Rudy tidak pernah diperiksa dalam tahap penyidikan, tapi langsung ditetapkan sebagai tersangka. ""Pemohon tidak pernah diperiksa sebagai saksi dalam tahap penyidikan,"" ujarnya.   Pengacara Rudy lainnya, Edy Sunari, mengatakan penetapan tersangka Rudy dilakukan tanpa keterbukaan. Menurut dia, KPK tidak menyampaikan surat penetapan tersangka kepada Rudy. ""Bahwa apakah dibenarkan secara hukum Termohon dapat menetapkan tersangka hanya melalui surat perintah penyidikan tanpa adanya pemeriksaan sebagai calon tersangka,"" ujar Edy Sunari. Berikut ini petitum lengkap gugatan praperadilan Rudy Tanoesoedibjo: 1. Menerima dan mengabulkan permohonan praperadilan dari pemohon Rudijanto Tanoesoedibjo untuk seluruhnya.2. Menyatakan perbuatan Termohon yang menetapkan Pemohon sebagai tersangka merupakan perbuatan yang sewenang-wenang karena tidak sesuai dengan prosedur dan bertentangan dengan hukum.3. Menyatakan tidak sah dan tidak mempunyai kekuatan hukum mengikat penetapan tersangka terhadap Pemohon oleh Termohon.4. Menyatakan Surat Perintah Penyidikan Nomor: Sprin.Dik/57/DIK.00/01/08/2025 tanggal 05 Agustus 2025 yang memutuskan Pemohon Bambang Rudijanto Tanoesoedibjo sebagai tersangka oleh Termohon terkait peristiwa pidana sebagaimana dimaksud dalam Pasal 2 ayat (1) atau pasal 3 UU No 31 Tahun 1999 tentang pemberantasan Tindak Pidana Korupsi yang telah diubah dengan UU No. 20 Tahun 2001 tentang Perubahan atas UU No 31 Tahun 1999 tentang pemberantasan Tindak Pidana Korupsi juncto Pasal 55 ayat (1) ke-1 KUHP adalah tidak sah, dan oleh karenanya penetapan a quo tidak mempunyai kekuatan mengikat menurut hukum dan dinyatakan batal.  5. Memerintahkan kepada Termohon untuk menghentikan penyidikan berdasarkan Surat Perintah Penyidikan Nomor Sprin.Dik/57/DIK.00/01/08/2025 tanggal 05 Agustus 2025 yang menetapkan Pemohon Bambang Rudijanto Tanoesoedibjo sebagai tersangka. 6. Menyatakan tidak sah segala keputusan atau penetapan yang dikeluarkan lebih lanjut oleh Termohon yang berkaitan dengan penetapan tersangka sebagai Pemohon.7. Memulihkan segala hak hukum Pemohon terhadap tindakan-tindakan yang telah dilakukan oleh Termohon.8. Menghukum Termohon untuk membayar biaya perkara yang timbul dalam perkara a quo. Diketahui, KPK tengah mengusut dugaan korupsi pengangkutan penyaluran bantuan sosial di Kemensos pada 2020. Ada tiga orang dan dua korporasi yang ditetapkan sebagai tersangka. Hitungan awal kerugian negara dalam kasus ini mencapai Rp 200 miliar.  Saksikan Live DetikSore :";2
KAI Usul Ada Petugas Atur Lalin di Pelican Cross Cikini Saat Jam Sibuk;;Senin, 15 Sep 2025 14:45 WIB;Jabbar Ramdhani - detikNews;https://news.detik.com/berita/d-8112953/kai-usul-ada-petugas-atur-lalin-di-pelican-cross-cikini-saat-jam-sibuk;https://akcdn.detik.net.id/community/media/visual/2025/09/15/warga-menyeberang-di-pelican-crossing-di-stasiun-cikini-jakarta-pusat-1757909630049_43.jpeg?w=210&q=90;"Pelican (pedestrian light controlled) cross dipasang di Stasiun Cikini, Jakarta Pusat (Jakpus). PT Kereta Api Indonesia (KAI) Daerah Operasi (Daop) 1 Jakarta mengusulkan ada petugas mengatur lalu lintas (lalin) di sekitar lokasi. ""KAI Daop 1 Jakarta mengusulkan agar dinas terkait dapat menempatkan petugas pengatur lalu lintas, khususnya pada jam-jam sibuk,"" kata Manager Humas KAI Daop 1 Jakarta, Ixfan Hendriwintoko, Senin (15/9/2025). Dia mengatakan kehadiran petugas di lapangan dinilai penting untuk mengantisipasi berbagai kemungkinan yang dapat terjadi, seperti kemacetan, keberadaan pedagang kaki lima, maupun ojek yang berhenti tidak pada tempatnya. SCROLL TO CONTINUE WITH CONTENT Dia mengatakan KAI Daop 1 Jakata mendukung peningkatan keselamatan, kenyamanan, dan aksesibilitas bagi masyarakat di sekitar kawasan Stasiun Cikini. Diharapkan keberadaan pelican cross membuat lalu lintas lancar dan aman. ""Pembukaan pagar pembatas serta pemasangan fasilitas pelican cross merupakan bagian dari penataan kawasan yang diharapkan dapat mengatur arus lalu lintas kendaraan maupun pergerakan pejalan kaki secara lebih tertib dan aman,"" katanya. Keberadaan petugas di lokasi, lanjutnya, dapat mengantisipasi dampak yang mungkin timbul setelah ada pelican cross, seperti kemacetan lalu lintas maupun risiko keamanan bagi pengguna jalan. ""AI Daop 1 Jakarta siap berkoordinasi dengan seluruh pemangku kepentingan untuk memastikan keberadaan fasilitas baru tersebut benar-benar mendukung keselamatan, keteraturan, dan kenyamanan masyarakat, baik bagi pengguna jasa kereta api maupun warga sekitar,"" katanya.  Pemprov DKI Jakarta telah membuat pelican crossing untuk akses menuju Stasiun Cikini, Jakarta Pusat. Gubernur DKI Jakarta Pramono Anung mengatakan warga kini tak perlu berputar terlalu jauh untuk masuk stasiun. ""Cikini yang kemarin juga mendapatkan keluhan karena pagarnya ditinggikan sehingga orang kesulitan, maka saya bersama dengan jajaran Balai Kota telah memutuskan kita buat zebra cross di sana dan kita buka. Sehingga demikian masyarakat sekarang ini kalau ke Cikini tidak perlu lagi muter yang terlalu jauh, mereka bisa langsung masuk ke Cikini,"" ujar Pramono di Jakarta, Senin (15/9). Pramono berharap warga memanfaatkan fasilitas itu dengan baik. Dia juga mengajak warga mematuhi aturan. ""Kami juga mengimbau masyarakat supaya mematuhi hal-hal yang sudah kita persiapkan untuk itu. Zebra cross-nya sudah kita selesaikan, silakan dilihat langsung di lapangan,"" katanya.";2
Hari Perdamaian Internasional 21 September, Ini Sejarah hingga Temanya;;Senin, 15 Sep 2025 14:44 WIB;Kanya Anindita Mutiarasari - detikNews;https://news.detik.com/berita/d-8113027/hari-perdamaian-internasional-21-september-ini-sejarah-hingga-temanya;https://akcdn.detik.net.id/community/media/visual/2025/09/15/hari-perdamaian-internasional-2025-1757919772197_43.png?w=210&q=90;"Hari Perdamaian Internasional atau International Day of Peace jatuh pada tanggal 21 September setiap tahunnya. Menurut PBB, perdamaian bukan hanya visi mulia bagi umat manusia, melainkan panggilan untuk bertindak. Kita masing-masing dapat menyembuhkan perpecahan dan merangkul perdamaian. Berikut serba-serbi peringatan Hari Perdamaian Internasional 2025.  SCROLL TO CONTINUE WITH CONTENT Mengutip dari situs PBB, Hari Perdamaian Internasional ditetapkan pada tahun 1981 oleh Majelis Umum Perserikatan Bangsa-Bangsa. Dua dekade kemudian, pada tahun 2001, Majelis Umum dengan suara bulat menetapkan hari tersebut sebagai periode tanpa kekerasan dan gencatan senjata. Hari Perdamaian Internasional 2025 mengangkat tema ""Act Now for A Peaceful World"". Di masa penuh gejolak, kekacauan, dan ketidakpastian, sangat penting bagi setiap orang untuk mengambil tindakan nyata guna memobilisasi perdamaian. Dari pasukan penjaga perdamaian di garis depan konflik, anggota masyarakat, hingga siswa di ruang kelas di seluruh dunia, setiap orang memiliki peran untuk dimainkan. Kita harus bersuara menentang kekerasan, kebencian, diskriminasi, dan ketidaksetaraan; mempraktikkan rasa hormat; dan merangkul keberagaman dunia kita. Ada banyak cara untuk bertindak saat ini. Mulailah percakapan tentang kebutuhan mendesak akan pemahaman, antikekerasan, dan pelucutan senjata. Jadilah sukarelawan di komunitas Anda, dengarkan suara-suara yang berbeda dari Anda, tantang bahasa diskriminatif di tempat kerja Anda, laporkan perundungan baik daring maupun luring, dan luangkan waktu untuk memverifikasi fakta sebelum Anda mengunggahnya di media sosial. Anda juga dapat menyuarakan pilihan Anda, dengan memilih membeli barang dari merek yang peduli sosial, atau berdonasi ke organisasi yang mempromosikan keberlanjutan dan hak asasi manusia. PBB juga bekerja di masing-masing bidang ini, memimpin upaya global untuk memajukan hak asasi manusia, memerangi perubahan iklim, dan mencegah serta menanggapi konflik. Kampanye Act Now PBB telah membantu jutaan orang di seluruh dunia memilih isu yang mereka pedulikan, berkomitmen untuk bertindak, dan melacak dampaknya. Semua upaya kita saling terhubung. Dari klinik kesehatan yang didukung PBB hingga advokasi yang dipimpin kaum muda untuk hak-hak kaum paling rentan di dunia, dan dari debat di parlemen hingga debat di kelas sejarah, kita semua dapat berperan serta untuk membangun dunia yang lebih damai. Biarkan tindakan kita demi perdamaian bergema lebih keras daripada kata-kata. ";2
